,SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_EMP_PHONE,FLAG_PHONE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,AMT_REQ_CREDIT_BUREAU_HOUR,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Security staff,ORGANIZATION_TYPE_Business Entity Type 3,ORGANIZATION_TYPE_Industry: type 10,ORGANIZATION_TYPE_Security,ORGANIZATION_TYPE_Self-employed,ORGANIZATION_TYPE_XNA,HOUSETYPE_MODE_block of flats,WALLSMATERIAL_MODE_Panel,EMERGENCYSTATE_MODE_No,DAYS_EMPLOYED_PERC,ANNUITY_INCOME_PERC,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_VAR,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_AMT_CREDIT_SUM_MEAN,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_ACTIVE_Bad debt_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_CREDIT_CURRENCY_currency 1_MEAN,BURO_CREDIT_TYPE_Consumer credit_MEAN,BURO_CREDIT_TYPE_Credit card_MEAN,BURO_CREDIT_TYPE_Loan for working capital replenishment_MEAN,BURO_CREDIT_TYPE_Mortgage_MEAN,CLOSED_DAYS_CREDIT_MIN,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_MEAN,CLOSED_DAYS_CREDIT_ENDDATE_MIN,CLOSED_DAYS_CREDIT_UPDATE_MEAN,CLOSED_AMT_CREDIT_SUM_MAX,CLOSED_AMT_CREDIT_SUM_MEAN,CLOSED_MONTHS_BALANCE_SIZE_SUM,PREV_RATE_DOWN_PAYMENT_MAX,PREV_RATE_DOWN_PAYMENT_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_NAME_CONTRACT_TYPE_Cash loans_MEAN,PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,PREV_NAME_CONTRACT_TYPE_XNA_MEAN,PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Car repairs_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_PAYMENT_TYPE_XNA_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,PREV_CODE_REJECT_REASON_SCO_MEAN,PREV_CODE_REJECT_REASON_SCOFR_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_CLIENT_TYPE_New_MEAN,PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,PREV_NAME_GOODS_CATEGORY_Computers_MEAN,PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,PREV_NAME_PORTFOLIO_Cards_MEAN,PREV_NAME_PORTFOLIO_XNA_MEAN,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,PREV_NAME_YIELD_GROUP_XNA_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_action_MEAN,PREV_NAME_YIELD_GROUP_low_normal_MEAN,PREV_PRODUCT_COMBINATION_Card Street_MEAN,PREV_PRODUCT_COMBINATION_Cash_MEAN,PREV_PRODUCT_COMBINATION_Cash Street: high_MEAN,PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,PREV_PRODUCT_COMBINATION_POS household without interest_MEAN,PREV_PRODUCT_COMBINATION_nan_MEAN,APPROVED_AMT_ANNUITY_MAX,APPROVED_AMT_DOWN_PAYMENT_MAX,APPROVED_RATE_DOWN_PAYMENT_MAX,APPROVED_RATE_DOWN_PAYMENT_MEAN,APPROVED_DAYS_DECISION_MIN,APPROVED_DAYS_DECISION_MEAN,APPROVED_CNT_PAYMENT_MEAN,POS_MONTHS_BALANCE_MEAN,POS_MONTHS_BALANCE_SIZE,POS_NAME_CONTRACT_STATUS_Active_MEAN,POS_COUNT,INSTAL_PAYMENT_DIFF_MAX,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_SUM
34507,139983,0.0,1,0,225000.0,0.005313,-21677,,-1257.0,-5054,0,1,2,2,0,0,0,0.7531073651266402,0.6263042766749393,-375.0,0,1,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.1113666666666666,-2917.0,-55.0,-1122.8333333333333,892684.6969696969,-2613.0,1287.0,-590.9,-791.3333333333334,210254.2425,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.75,0.25,0.0,0.0,-2917.0,-648.0,-1553.75,-2613.0,-1154.75,450000.0,207175.48875,0.0,0.1013838534404,0.0506919267202,-2328.0,-997.0,17.333333333333332,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10907.775,8712.0,0.1013838534404,0.0506919267202,-2328.0,-997.0,17.333333333333332,-27.032258064516128,31.0,1.0,31.0,0.0,-815.741935483871,-25288.0
8678,110102,0.0,1,0,184500.0,0.020246,-15540,-4715.0,-8905.0,-4236,1,0,3,3,0,0,0,0.3888084973608622,0.2940831009471255,-1133.0,1,0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.3034105534105534,0.1374333333333333,-2236.0,-308.0,-1491.25,568310.5,-1786.0,1036.0,-877.5,-998.0,124318.125,0.0,0.25,0.0,0.625,1.0,0.625,0.375,0.0,0.0,-2236.0,-1348.0,-1785.2,-1786.0,-1191.6,186750.0,130689.0,0.0,0.104265893037336,0.104265893037336,-1723.0,-675.0,16.5,0.4,0.4,0.0,1.0,0.0,0.8,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.6,0.2,0.0,0.0,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.0,0.8,0.4,0.4,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,21993.975,3415.5,0.104265893037336,0.104265893037336,-1723.0,-842.25,16.5,-24.22222222222222,45.0,0.9555555555555556,45.0,21937.95,-662.3150684931506,-48349.0
40631,147057,0.0,1,0,180000.0,0.018634,-7949,-728.0,-1028.0,-632,1,0,2,2,1,1,0,0.4283036079859207,0.3740208032583212,-463.0,0,0,0.0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0915838470247829,0.0259740259740259,-346.0,-85.0,-219.0,17067.0,80.0,27337.0,9212.333333333334,-10.333333333333334,26905.5,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,,,,,,,,,0.0994582046389014,0.0497291023194507,-463.0,-298.5,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6730.965,5697.0,0.0994582046389014,0.0497291023194507,-463.0,-298.5,11.0,-7.75,16.0,0.9375,16.0,0.0,-237.26666666666668,-3559.0
42812,149566,0.0,1,0,225000.0,0.010643,-11571,-3105.0,-5328.0,-4247,1,0,2,2,0,1,1,0.0611277936503995,,0.0,1,0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.268343271973036,0.1498,-2647.0,-297.0,-1571.5,1358153.0000000002,-2463.0,-23.0,-1539.6666666666667,-1222.0,91257.40125,0.0,0.5,0.0,0.5,1.0,0.75,0.25,0.0,0.0,-2647.0,-2469.0,-2558.0,-2463.0,-2327.5,61279.65,43379.325,0.0,0.110110294117647,0.110110294117647,-1396.0,-1396.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4588.065,2475.0,0.110110294117647,0.110110294117647,-1396.0,-1396.0,6.0,-43.0,7.0,0.8571428571428571,7.0,0.0,-1297.3333333333333,-7784.0
39040,145218,0.0,1,1,517500.0,0.006233,-13934,-5341.0,-1355.0,-4766,1,0,2,2,0,0,0,0.222331603185638,0.6674577419214722,-179.0,0,0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.3833070188029281,0.2185111111111111,-182.0,-166.0,-174.0,128.0,150.0,30970.0,15560.0,-9.0,287883.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,,,,,,,,,0.2178240522952683,0.2178240522952683,-179.0,-179.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27093.645,66789.0,0.2178240522952683,0.2178240522952683,-179.0,-179.0,12.0,-4.0,5.0,1.0,5.0,0.0,-94.4,-472.0
32123,137247,0.0,1,0,1251000.0,0.014464,-21505,,-7349.0,-4609,0,1,2,2,0,0,0,0.5100432197172741,0.6296742509538716,-177.0,1,0,0.0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,,0.15612,-2663.0,-81.0,-1020.6666666666666,1429316.6666666667,-1567.0,650.0,-68.8,-689.0,443298.1425,0.0,0.8333333333333334,0.0,0.1666666666666666,1.0,0.8333333333333334,0.1666666666666666,0.0,0.0,-2663.0,-2663.0,-2663.0,-1567.0,-2407.0,387342.0,387342.0,0.0,0.0,0.0,-177.0,-177.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15833.25,0.0,0.0,0.0,-177.0,-177.0,12.0,-4.0,5.0,1.0,5.0,0.0,-93.0,-465.0
10093,111748,0.0,0,1,675000.0,0.018634,-17193,-1669.0,-1926.0,-639,1,0,2,2,1,1,1,0.3836661402076806,,-1.0,0,0,0.0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0970743907404176,0.1988,-2806.0,-2521.0,-2711.0,27075.0,-2481.0,-1424.0,-1993.3333333333333,-2232.333333333333,130431.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,-2806.0,-2521.0,-2663.5,-2481.0,-1946.5,299160.0,173391.75,0.0,,,-132.0,-132.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,,,,-132.0,-132.0,0.0,,,,,,,
8461,109857,0.0,1,0,1125000.0,0.035792,-16723,-1763.0,-3773.0,-239,1,1,2,2,0,0,0,0.7274818534697667,0.1604889306273446,-483.0,1,0,0.0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1054236680021527,0.3074,-2346.0,-230.0,-1175.6,480401.3777777779,-2162.0,27457.0,2697.555555555556,-453.4,275542.2,0.0,0.5,0.0,0.5,1.0,0.7,0.3,0.0,0.0,-2346.0,-230.0,-1341.2,-2162.0,-764.0,450000.0,186584.4,84.0,0.0,0.0,-483.0,-256.7142857142857,32.0,0.7142857142857143,0.1428571428571428,0.0,1.0,0.0,0.1428571428571428,0.4285714285714285,0.5714285714285714,0.4285714285714285,0.0,0.0,0.0,0.5714285714285714,0.7142857142857143,0.1428571428571428,0.0,0.0,0.1428571428571428,0.8571428571428571,0.0,0.5714285714285714,0.0,0.0,0.1428571428571428,0.0,0.8571428571428571,0.5714285714285714,0.1428571428571428,0.0,0.2857142857142857,0.1428571428571428,0.4285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,5187.015,0.0,0.0,0.0,-483.0,-483.0,12.0,-9.0,13.0,0.9230769230769232,13.0,0.0,-293.0833333333333,-3517.0
35449,141058,0.0,0,1,873000.0,0.010032,-22543,-1252.0,-1592.0,-4290,1,0,2,2,0,0,0,0.5829694154460509,0.7380196196295241,-1794.0,1,0,0.0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0.0555383045734817,0.13648,-2759.0,-609.0,-1413.357142857143,411699.9395604396,-2028.0,1018.0,-863.0769230769231,-868.7142857142857,247631.4642857143,0.0,0.3571428571428571,0.0,0.6428571428571429,1.0,0.7857142857142857,0.2142857142857142,0.0,0.0,-2759.0,-1050.0,-1645.0,-2028.0,-1145.111111111111,270000.0,94677.0,0.0,0.1009452446206775,0.066985093014775,-1794.0,-798.4444444444445,26.5,0.5555555555555556,0.0,0.0,1.0,0.0,0.3333333333333333,0.1111111111111111,1.0,0.1111111111111111,0.0,0.0,0.0,0.7777777777777778,0.6666666666666666,0.1111111111111111,0.0,0.3333333333333333,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,18692.505,5391.0,0.1009452446206775,0.1004776395221626,-1794.0,-1177.0,27.33333333333333,-22.803571428571427,56.0,0.9642857142857144,56.0,0.0,-664.9818181818182,-36574.0
4996,105846,0.0,0,1,1012500.0,0.028663,-18537,-354.0,-11033.0,-1572,1,0,2,2,0,0,0,0.5544702082047938,,0.0,1,0,0.0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0.0190969412526298,0.19124,-1374.0,-1374.0,-1374.0,,447.0,447.0,447.0,-9.0,1575000.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-93.5,6.0,0.8333333333333334,6.0,0.0,-2903.0,-2903.0
18486,121565,0.0,1,1,675000.0,0.018801,-13897,-1909.0,-5946.0,-4540,1,0,2,2,0,0,0,0.4186938896228629,0.237916079507114,0.0,1,0,0.0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1373677772181046,0.224,-1802.0,-177.0,-1158.2222222222222,272811.94444444444,-6.0,1497.0,752.25,-66.66666666666667,552326.7,0.0,0.6666666666666666,0.0,0.2222222222222222,1.0,0.4444444444444444,0.5555555555555556,0.0,0.0,-787.0,-177.0,-482.0,-6.0,-228.0,1550940.3,887970.15,32.0,0.1498963831867057,0.0517610948191593,-2682.0,-1299.7272727272727,26.4,0.7272727272727273,0.0,0.0,1.0,0.0,0.8181818181818182,0.0909090909090909,0.4545454545454545,0.0909090909090909,0.0,0.0,0.0,0.9090909090909092,0.3636363636363636,0.0,0.0,0.0,0.0909090909090909,0.7272727272727273,0.0,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0909090909090909,0.6363636363636364,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0,0.0,52999.92,8595.0,0.1498963831867057,0.0517610948191593,-2682.0,-1521.2222222222222,22.666666666666668,-52.18,100.0,0.91,100.0,37510.065,-1583.8181818181818,-331018.0
13649,115907,0.0,1,1,144000.0,0.025164,-11626,-2533.0,-1445.0,-2131,1,0,2,2,0,0,0,0.6610740117836044,0.3016248916841194,-1510.0,1,0,0.0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2178737312919318,0.06655,-1348.0,-270.0,-649.8666666666667,85243.12380952381,-1044.0,1187.0,6.571428571428571,-389.2,286555.917,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0.2666666666666666,0.0,0.0,-1348.0,-581.0,-892.6,-1044.0,-573.6,180597.105,129408.048,0.0,0.1042654793296732,0.0253660959076567,-2576.0,-475.9565217391304,22.625,0.6521739130434783,0.0,0.0,1.0,0.0,0.3043478260869565,0.391304347826087,0.391304347826087,0.391304347826087,0.0,0.0,0.0,0.6086956521739131,0.4782608695652174,0.0434782608695652,0.0,0.1304347826086956,0.1304347826086956,0.6521739130434783,0.0,0.3043478260869565,0.0,0.0,0.1304347826086956,0.0,0.4782608695652174,0.3043478260869565,0.1739130434782608,0.0869565217391304,0.3478260869565217,0.0,0.3043478260869565,0.0,0.0,0.3478260869565217,0.0869565217391304,0.0,13410.135,4563.0,0.0986632879315806,0.0140947554187972,-2576.0,-1027.2857142857142,14.0,-33.66101694915254,59.0,0.7796610169491526,59.0,0.0,-936.8478260869564,-43095.0
13111,115278,0.0,0,0,180000.0,0.018029,-18224,-564.0,-6125.0,-1541,1,0,3,2,0,0,0,0.4819143528436787,0.3979463219016906,0.0,0,0,0.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.0309482001755926,0.0666666666666666,-960.0,-127.0,-510.0,176839.0,-127.0,969.0,326.0,-96.66666666666669,406554.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,-960.0,-443.0,-701.5,-127.0,-123.0,424512.0,331956.0,0.0,0.0625888804490801,0.03129444022454,-2512.0,-1251.0,12.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,8254.8,1269.0,0.0625888804490801,0.03129444022454,-2512.0,-1251.0,12.0,-52.78333333333333,60.0,0.9666666666666668,60.0,7675.469999999999,-1277.607142857143,-35773.0
37187,143075,0.0,1,0,180000.0,0.011703,-19827,-6128.0,-986.0,-2370,1,1,2,2,0,0,0,0.7399007780438213,0.4992720153045617,-1802.0,1,0,0.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0.3090734856508801,0.1366,-2784.0,-395.0,-1673.5,593436.5,-2601.0,-277.0,-1437.5555555555557,-1295.0,452389.5,0.0,0.0,0.0,0.9,1.0,0.8,0.1,0.0,0.1,-2784.0,-395.0,-1608.3333333333333,-2601.0,-1190.4444444444443,110677.5,40155.0,0.0,0.2098845459801326,0.1049422729900663,-1802.0,-857.5,8.666666666666666,0.5,0.0,0.0,1.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.75,0.25,0.0,0.0,0.25,0.5,0.0,0.25,0.0,0.25,0.25,0.0,0.5,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,42583.5,4500.0,0.2098845459801326,0.1049422729900663,-1802.0,-1086.0,8.666666666666666,-29.814814814814813,27.0,0.8518518518518519,27.0,42525.0,-966.8928571428572,-27073.0
22069,125700,0.0,1,1,810000.0,0.0228,-9382,-330.0,-298.0,-188,1,0,2,2,0,0,0,0.4918569291656401,0.248535557339522,-943.0,1,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0351737369430825,0.1678412698412698,-287.0,-52.0,-169.5,27612.5,322.0,589.0,455.5,-134.5,67101.75,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.0,-287.0,-287.0,-287.0,322.0,-256.0,51813.0,51813.0,10.0,0.0,0.0,-943.0,-615.0,21.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9734.31,0.0,0.0,0.0,-943.0,-615.0,21.0,-27.5,8.0,0.875,8.0,0.0,-905.4285714285714,-6338.0
3813,104455,0.0,0,0,459000.0,0.01885,-15908,-130.0,-8564.0,-4179,1,0,2,2,0,0,0,0.4159766729431213,0.7688075728291359,0.0,0,0,0.0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0.0081719889363842,0.34445,-1738.0,-1738.0,-1738.0,,-1373.0,-1373.0,-1373.0,-1585.0,180000.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-1738.0,-1738.0,-1738.0,-1373.0,-1585.0,180000.0,180000.0,58.0,0.2731814343523701,0.0682953585880925,-2886.0,-1912.1666666666667,13.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.1666666666666666,0.1666666666666666,0.0,78459.93,28071.0,0.2731814343523701,0.0682953585880925,-2886.0,-2229.4,8.4,-68.36734693877551,49.0,0.8979591836734694,49.0,35795.25,-1709.5555555555557,-338492.0
2304,102696,0.0,0,0,450000.0,0.006305,-8601,-1798.0,-3425.0,-1263,1,0,3,3,0,1,1,0.2290609096977849,0.4170996682522097,-1709.0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.2090454598302523,0.1603714285714285,-913.0,-193.0,-592.25,73346.5,-661.0,172.0,-307.0,-382.25,335478.9375,0.0,0.375,0.0,0.625,1.0,1.0,0.0,0.0,0.0,-912.0,-311.0,-604.4,-661.0,-377.8,504000.0,287802.0,67.0,0.1545193358764102,0.1294238332152108,-1377.0,-980.5,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22202.64,18000.0,0.1545193358764102,0.1294238332152108,-1377.0,-980.5,6.0,-31.23076923076923,13.0,0.6153846153846154,13.0,0.0,-893.25,-7146.0
18309,121359,0.0,1,0,697500.0,0.032561,-19514,-6922.0,-4210.0,-2870,1,0,1,1,0,0,0,0.7121278349575679,0.656158373001177,-2419.0,1,0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3547196884288203,0.10302,-2839.0,-485.0,-1366.0,740047.2,-2505.0,9517.0,1426.1666666666667,-757.5,863712.8250000001,0.0,0.5,0.0,0.5,1.0,0.5,0.3333333333333333,0.0,0.0,-2839.0,-1442.0,-1915.3333333333333,-2505.0,-1277.3333333333333,900000.0,332875.65,0.0,0.0,0.0,-2419.0,-852.75,24.0,0.75,0.25,0.0,1.0,0.0,0.5,0.25,0.5,0.0,0.25,0.0,0.0,0.75,0.75,0.0,0.5,0.0,0.0,1.0,0.25,0.25,0.25,0.0,0.0,0.0,1.0,0.5,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,41966.505,0.0,0.0,0.0,-2419.0,-1441.0,36.0,-38.642857142857146,28.0,0.9285714285714286,28.0,41962.5,-1339.0,-48204.0
31476,136515,0.0,0,1,468000.0,0.04622,-22091,-384.0,-4736.0,-4736,1,0,1,1,0,1,1,0.6714159975621231,0.7636399214572418,-4.0,1,0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.0173826445158661,0.2694705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19575,122824,0.0,0,0,292500.0,0.018801,-18889,,-7605.0,-2441,0,0,2,2,0,0,0,0.5879951943424834,,-504.0,0,1,,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,,0.1783125,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2962706499159164,0.2962706499159164,-2320.0,-585.0,10.8,0.7142857142857143,0.1428571428571428,0.0,1.0,0.0,0.4285714285714285,0.2857142857142857,0.4285714285714285,0.2857142857142857,0.0,0.0,0.0,0.7142857142857143,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.8571428571428571,0.1428571428571428,0.2857142857142857,0.0,0.0,0.1428571428571428,0.0,0.8571428571428571,0.4285714285714285,0.1428571428571428,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,25264.125,9000.0,0.2962706499159164,0.2962706499159164,-2320.0,-1048.3333333333333,8.0,-31.625,16.0,1.0,16.0,0.0,-697.2758620689655,-20221.0
